brand_name,model_name,os,popularity,best_price,lowest_price,highest_price,screen_size,memory_size,battery_size,release_date
9,BV1000 Black,Android,688,992,900.0,1186.0,2.4,0.032,3000.0,Jan-19
9,BV5500 2/16GB Black,Android,772,2596,2149.0,3099.0,5.5,16.0,4400.0,Feb-19
9,BV5500 Plus 3/32GB Black,Android,1023,2720,2560.0,3040.0,5.5,32.0,4400.0,Jun-20
9,BV5500 Pro 3/16GB Black,Android,553,3566,2629.0,3800.0,5.5,16.0,4400.0,Jun-19
9,BV5500 Pro 3/16GB Black,Android,548,3566,2629.0,3800.0,5.5,16.0,4400.0,Jun-19
9,BV6300 3/32GB Black,Android,849,3762,3590.0,4674.0,5.7,32.0,4380.0,Nov-20
9,BV8000 Pro Lion Gold,Android,536,4584,4440.0,5130.0,5.0,64.0,4180.0,Jul-17
9,BV8000 Pro Lion Gold,Android,525,4584,4440.0,5130.0,5.0,64.0,4180.0,Jul-17
54,Blade A3 2020 1/32GB Blue,Android,700,2016,1839.0,2229.0,5.45,32.0,2600.0,Mar-20
54,Blade A3 2020 1/32GB Grey,Android,619,2014,1839.0,2099.0,5.45,32.0,2600.0,Mar-20
54,Blade A3 2020 1/32GB Red,Android,446,2021,1839.0,2332.0,5.45,32.0,2600.0,Aug-20
54,Blade A5 2/16GB Black,Android,782,1999,2498.449799196788,2927.672690763053,5.45,16.0,2600.0,May-19
54,Blade A5 2/16GB Blue,Android,601,1999,2498.449799196788,2927.672690763053,5.45,16.0,2600.0,Jun-19
54,Blade A5 2/16GB Blue,Android,594,1999,2498.449799196788,2927.672690763053,5.45,16.0,2600.0,Jun-19
54,Blade A5 2/32GB Black,Android,706,2257,2199.0,2315.0,5.45,32.0,2600.0,Jul-20
54,Blade A5 2/32GB Blue,Android,529,2435,2199.0,2599.0,5.45,32.0,2600.0,Jun-19
54,Blade A5 2020 2/32GB Black,Android,942,2517,2299.0,2881.0,6.08,32.0,3200.0,Dec-19
54,Blade A7 2019 2/32GB Black,Android,978,2590,2399.0,2799.0,6.1,32.0,3200.0,May-19
54,Blade A7 2020 2/32GB Gradient,Android,1016,2783,2599.0,2999.0,6.08,32.0,4000.0,Dec-19
54,Blade A7 2020 3/64GB Gradient,Android,1071,3154,3069.0,3499.0,6.08,64.0,4000.0,Dec-19
54,Blade A7S 2/64GB Blue,Android,775,3052,2695.0,3549.0,6.5,64.0,4000.0,Sep-20
54,Blade L210 1/32GB Black,Android,642,1801,1678.0,2009.0,6.0,32.0,2600.0,Sep-20
54,Blade L210 1/32GB Blue,Android,399,1789,1678.0,1979.0,6.0,32.0,2600.0,Sep-20
54,Blade L210 1/32GB Blue,Android,418,1789,1678.0,1979.0,6.0,32.0,2600.0,Sep-20
54,Blade L8 1/16GB Black,Android,750,1552,1368.0,1646.0,5.0,16.0,2000.0,May-19
54,Blade L8 1/16GB Blue,Android,691,1529,1368.0,1917.0,5.0,16.0,2000.0,Jun-19
54,Blade V2020 Smart 4/64GB Grey,Android,941,3821,3577.0,4171.0,6.82,64.0,5000.0,Nov-20
57,C11 2/32GB Green,Android,753,3055,2999.0,3179.0,6.5,32.0,5000.0,Jul-20
57,C11 2/32GB Grey,Android,930,3015,2940.0,3179.0,6.5,32.0,5000.0,Jul-20
38,C18 Pro 4/64GB Purple,Android,386,3409,3149.0,3791.0,6.55,64.0,4000.0,Dec-20
38,C19 2/16GB Black,Android,610,2132,2049.0,2299.0,6.49,16.0,4000.0,Aug-20
38,C19 2/16GB Gradient Blue,Android,497,2104,2030.0,2299.0,6.49,16.0,4000.0,Oct-20
57,C2 2/32GB Diamond Black,Android,634,2899,2498.449799196788,2927.672690763053,6.1,32.0,4000.0,Feb-20
